Positive	Negative	Text
1	-3	Journal of Sex Research publishes open access study on prevalence of sexual aggression among young adults in Turkey  h [10273023]
2	-1	Are women more generous than men? Study examines impact of gender on organ transplantation [10282178]
1	-1	Organ Transplantation and the Implications of Sex and Gender [10282178]
1	-1	Commentary examines impact of gender on organ transplants genderdifferences [10282178]
3	-1	"how sex andgender interact and affect graft success should be taken into account in mgmt of organ-transplant patients" [10282178]
1	-3	I've been banging on about this for years Biology is as TERF as fuck - it may KILL you for insisting bio sex is a matter of personal will [10282178]
1	-4	Why it matters when we say that males can never be females It's not about hate It's about reality [10282178]
1	-3	I've been banging on about this for years Biology is as TERF as fuck - it may KILL you for insisting bio sex is a matte [10282178]
1	-1	Evidence for Absence of Stimulus Quality Differences in Tests of the Accuracy of Sex'l Orientation Judgments [10287551]
1	-1	Interpersonal Elements of Bisexual Womens Most Satisfying Sexual Experiences [10305559]
1	-1	Interpersonal Elements of Bisexual Womens Most Satisfying Sexual Experiences       [10305559]
1	-1	The Year's Best Interpersonal Elements of Bisexual Women's Most Satisfying Sexual Experiences in the Past Year [10305559]
1	-1	Behaviorally bi women's accounts of BestSex have more to do w/ emotions, relations, and embodiment than w/ orgasm [10305559]
1	-1	Interpersonal Elements of Bisexual Womens Most Satisfying Sexual Experiences in the Past Year lments [10305559]
1	-1	The Year's Best Interpersonal Elements of Bisexual Women's Most Satisfying Sexual Experiences in the Past Year [a] [10305559]
1	-2	ResearchRead Knowing partners' HIV status influenced gay/bi men's sexual decision making [10310929]
2	-2	ICYMI! Knowing partners' HIV status influenced gay/bi men's sexual decision making [10310929]
1	-1	Exploration of Process by Which Sexual Partner's HIV Status Can Influence Sexual Decision Making [a] HT [10310929]
1	-1	Exploration of Process by Which Sexual Partner's HIV Status Can Influence Sexual Decision Making [a] [10310929]
1	-1	Building Sexual Relationships and Preventing Sexual Violence at the US Military Academy at West Point [10318503]
1	-1	here's the exp we did this for [10331084]
1	-1	Mind the Gender Gap An Experiment on the Influence of Self-Efficacy on Political Interest [10331084]
1	-1	gender households and reintegration everyday lives of returned migrantwomen in rural northern Ghana [10334458]
1	-1	gender households and reintegration everyday lives of returned migrantwomen in rural northern Ghana    [10334458]
1	-1	Tufuor et al, Gender, households and reintegration everyday lives of returned migrant women in rural northern Ghana, [10334458]
1	-1	Tufuor et al, Gender, households and reintegration everyday lives of returned migrant women in rural northern Ghana,  [10334458]
1	-1	(w/Phil Smith) finds women more likely to report experiences of public incivility compared to men [10334669]
1	-1	also found women more likely to limit use of public places as a result of experiences of incivility [10334669]
1	-2	"uncivil behavior gender-specific tax on womens access - compromising capacity to fully engage in public sphere" [10334669]
1	-1	Gender, Fear, and Public Places How Negative Encounters with Strangers Harm Women [10334669]
1	-1	Shan-Jan Sarah Liu and me on how women's rep in gov influences women's pol participation [10334915]
1	-1	Do Govt Positions Held by Women Matter? A Cross-National Examination of Female Ministers   and Prof Liu [10334915]
1	-1	Do Government Positions Held by Women Matter? A Cross-National Exa - Shan-Jan Sarah Liu and   ecpg17 [10334915]
1	-1	Do Government Positions Held by Women Matter? A Cross-National Exa - Shan-Jan Sarah Liu and [10334915]
1	-1	Check out Liu and  's PandG piece on female cabinet ministers' effects on political participation [10334915]
2	-1	My article on politics of hashtagging girlhood is out w   Thrilled it won the 2015 Enloe Award also! [10338181]
2	-1	IAmMalala, BringBackOurGirls and gendering representations of global politics Congrats,  ! FemSecSt [10338181]
1	-1	IAmMalala, BringBackOurGirls and gendering representations of global politics Congrats,   [10338181]
2	-1	My Hashtagging Girlhood article w IFjP, was online-first, now has an issue and page numbers! [10338181]
1	-1	Totally in Love Evidence of a Master Narrative for How New Mothers Should Feel About Their Babies - [10344613]
2	-1	Interesting article by   on Gender and the CFSRAI [10348695]
2	-1	My latest now online  ! The use of gendered language in responsible agricultural investment principles  [10348695]
1	-1	A Womb That Is (Not Always) One's Own [10372029]
3	-2	Plastic fantastic? Problematising post-feminism in erotic retailing in England [10382319]
3	-2	Plastic fantastic? Problematising postfeminism in erotic retailing in England [10382319]
3	-2	Plastic fantastic? Problematising post-feminism in erotic retailing in England, by Amber Martin, [10382319]
1	-3	"Performance anxiety womens sexed bodies in Pakistan" - by Afiya Shehrbano Zia [10382865]
1	-1	All-male-panels invoke factors of gendered credibility beyond the sex of the speaker More in IFJP FeministIR fem [10404708]
3	-1	Great to be part of Responding to AllMalePanels A Collage available in International Feminist Journal of Politics [10404708]
3	-1	Great to be part of Responding to AllMalePanels A Collage available in International Feminist Journal of Politics ht [10404708]
2	-2	International conferences, contrary 2 rhetorical claims, continue to cohere through good old inconspicuous absences [10404708]
1	-1	"All-male-panels invoke factors of gendered credibility beyond the sex of the speaker" [10404708]
3	-1	'Responding to allmalepanels A collage' Super stuff from super-smart colleagues, for your intellectual pleasure [10404708]
1	-1	All-male-panels invoke factors of gendered credibility beyond the sex of the speaker More in IFJP [10404708]
1	-1	Important discussion and reflections on gender and AllMalePanels and beyond [10404708]
1	-1	Responding to AllMalePanels A Collage [10404708]
1	-2	THIS "Gender binarism is a deficient basis on which to try and address difference and inclusivity" - [10404708]
1	-2	"Non-Western academics, no matter what their gender, are inconspicuously absent" -Erven M Eken AllMalePanels [10404708]
1	-2	Jesse-Crane Seeber (sadly absent from Twitter) and I wrote something for the   forum on allmalepanels [10404708]
1	-2	THIS "Gender binarism is a deficient basis on which to try and address difference and inclusivity" -    [10404708]
1	-1	Responding to AllMalePanels A Collage - More than gender [10404708]
3	-1	'Responding to allmalepanels A collage' Super stuff from super-smart colleagues, for your intellectual pleasure  [10404708]
4	-1	Excellent analysis of why including a woman is not enough to diversify the discussion AllMalePanels [10404708]
1	-1	Responding to AllMalePanels A Collage femdaily [10404708]
1	-1	"[Gender] binarist logic suggests that an assumed common gender identity means any woman can speak for all women" [10404708]
1	-1	And some commentaries there upon [10404708]
2	-1	You just have to be smart spatial practices and subjectivity among women in sex work in London, Ontario [10405110]
1	-1	Spatial practices and subjectivity among women in sex work in London, Ontario [10405110]
1	-1	Spatial practices and subjectivity among women in sexwork in London, Ontario by Orchard, et al [10405110]
1	-1	The Authors Respond Continuing the Dialectic on Intersectionality in Psychology [10432422]
1	-1	Book Review Health psychology Theory, research, and practice Psychiatry [10432426]
1	-1	Politics and Gender - Legitimizing Political Science or Splitting the Discipline? [10522488]
1	-2	No need for research transparency guidelines? Doubts from the perspective of interpretive and qualitative methods [10522488]
1	-1	see and Just thinking ahead [10522488]
1	-1	Sexual Behavior Latent Classes Among Men Who Have Sex With Men Associations With Sexually Transmitted Infections [10523434]
1	-1	Sexual Behavior Latent Classes among Men Who Have Sex w Men Associations w STIs [a] HT [10523434]
1	-1	New article Gay and Bisexual Mens Construction of Aging in the Context of Sexual Embodiment After Prostate Cancer [10523950]
1	-1	New article Gay and Bisexual Mens Construction of Aging in the Context of Sexual Embodiment After Prostate Cancer ht [10523950]
1	-1	Mastery, Isolation, or Acceptance MSM's Construction of Aging [and] Sexual Embodiment After Prostate Cancer [a] [10523950]
1	-1	Translocational Irish identities in Edna OBriens memoir Country Girl (2012) by Mara Amor Barros-del Ro [10524196]
1	-1	Barros-del Ro, Translocational Irish identities in Edna OBriens memoir Country Girl (2012), [10524196]
1	-1	Finally published in PolandGender do women vote for women in Belgian local elections? [10529559]
2	-1	Happy to finally see our study on gender-based voting finally in print gender [10529559]
2	-1	Add to your queue! womenalsoknowstuff [10529559]
1	-1	New study on gendered vote choices in context of equal supply (quota) and multiple pref votes womenalsoknowstuff [10529559]
1	-1	New study on gendered vote choices in context of equal supply (quota) and multiple pref votes wo [10529559]
1	-1	Read new article by   et al Voting for Women in Belgium's Flexible List System [10529559]
1	-1	Read new article by   et al Voting for Women in Belgium's Flexible List System ht [10529559]
2	-1	Happy to finally see our study on gender-based voting finally in print gender   @ [10529559]
2	-1	"I expect more from the men with whom I have worked for many years" creator ofCongrats,You Have an All-Male Panel! [10552966]
1	-1	On which note, je te prsente [10552966]
2	-1	Interview with creator of 'Congrats, You Have an All Male Panel!' Saara Srm in [10552966]
1	-1	Pilot Study Mindfulness-Based Cognitive Therapy Adapted for Womens Sex'l Interest/Arousal Disorder [10554608]
1	-1	Pilot Study Mindfulness-Based Cognitive Therapy Adapted for Womens Sex'l Interest/Arousal Disorder   htt [10554608]
2	-1	Pilot study of 8 session mindfulness-based cognitive therapy improved women's sexual desire, overall sexual function [10554608]
2	-1	Whether it's 4 or 8 sessions, mindfulness cultivates sexual desire! [10554608]
2	-1	MindfulSex! How does Mindfulness improve womens SexualDesire? New study from the Journal of SexResearch [10554608]
